	service_id	trip_id	trip_headsign	direction_id	block_id	shape_id
7651	4	5754129	Route 27- Midtown Station	1	315847	103204
7651	4	5774477	Route 27- Midtown Station	1	316856	103204
7651	4	5762402	Route 27- Midtown Station	1	316856	103204
7651	4	5758369	Route 27- Midtown Station	1	315847	103204
7651	4	5794757	Route 27- Midtown Station	1	315847	103204
7651	4	5763770	Route 27- Midtown Station	1	315847	103204
7651	4	5762403	Route 27- Midtown Station	1	316856	103204
7651	5	5793067	Route 27- Midtown Station	1	316858	103204
7651	5	5790223	Route 27- Midtown Station	1	315595	103204
7651	5	5786481	Route 27- Midtown Station	1	316619	103204
7651	5	5788417	Route 27- Midtown Station	1	316619	103204
7651	5	5795402	Route 27- Midtown Station	1	316858	103204
7651	5	5766097	Route 27- Midtown Station	1	317108	103204
7651	5	5785496	Route 27- Midtown Station	1	315595	103204
7651	5	5754283	Route 27- Midtown Station	1	317108	103204
7651	5	5794756	Route 27- Midtown Station	1	317108	103204
7651	5	5764506	Route 27- Midtown Station	1	315595	103204
7651	5	5780820	Route 27- Midtown Station	1	316857	103204
7651	5	5777422	Route 27- Midtown Station	1	315596	103204
7651	5	5758959	Route 27- Midtown Station	1	315595	103204
7651	5	5754285	Route 27- Midtown Station	1	317108	103204
7651	5	5775452	Route 27- Midtown Station	1	315595	103204
7651	5	5754282	Route 27- Midtown Station	1	317107	103204
7651	5	5758960	Route 27- Midtown Station	1	316858	103204
7651	5	5786482	Route 27- Midtown Station	1	317107	103204
7651	5	5772792	Route 27- Midtown Station	1	317107	103204
7651	5	5764507	Route 27- Midtown Station	1	317107	103204
7651	5	5766102	Route 27- Midtown Station	1	315595	103204
7651	5	5780819	Route 27- Midtown Station	1	315595	103204
7651	5	5780821	Route 27- Midtown Station	1	316857	103204
7651	5	5784032	Route 27- Midtown Station	1	315595	103204
7651	5	5786484	Route 27- Midtown Station	1	315596	103204
7651	5	5764505	Route 27- Midtown Station	1	317107	103204
7651	5	5764508	Route 27- Midtown Station	1	317108	103204
7651	5	5766098	Route 27- Midtown Station	1	317108	103204
7651	5	5766100	Route 27- Midtown Station	1	316857	103204
7651	5	5784536	Route 27- Midtown Station	1	317108	103204
7651	5	5787586	Route 27- Midtown Station	1	316857	103204
7651	5	5790823	Route 27- Midtown Station	1	315595	103204
7651	5	5786483	Route 27- Midtown Station	1	315595	103204
7651	5	5772793	Route 27- Midtown Station	1	316857	103204
7651	5	5766099	Route 27- Midtown Station	1	316857	103204
7651	5	5772791	Route 27- Midtown Station	1	316619	103204
7651	5	5772794	Route 27- Midtown Station	1	317107	103204
7651	5	5790116	Route 27- Midtown Station	1	315595	103204
7651	5	5754286	Route 27- Midtown Station	1	315595	103204
7651	5	5772795	Route 27- Midtown Station	1	316858	103204
7651	5	5754284	Route 27- Midtown Station	1	315595	103204
7651	5	5788186	Route 27- Midtown Station	1	317108	103204
7651	5	5766101	Route 27- Midtown Station	1	316858	103204
7651	5	5772796	Route 27- Midtown Station	1	316858	103204
7656	3	5793076	Route 36 Midtown Station	1	317116	102973
7656	3	5761850	Route 36 Midtown Station	1	317115	102973
7656	3	5780749	Route 36 Midtown Station	1	317116	102973
7656	3	5753348	Route 36 Midtown Station	1	317116	102973
7656	3	5767249	Route 36 Midtown Station	1	317116	102973
7656	3	5767250	Route 36 Midtown Station	1	317115	102973
7656	3	5785164	Route 36 Midtown Station	1	317116	102973
7656	3	5774392	Route 36 Midtown Station	1	317116	102973
7656	3	5772691	Route 36 Midtown Station	1	317115	102973
7656	3	5781992	Route 36 Midtown Station	1	317115	102973
7656	3	5757683	Route 36 Midtown Station	1	317115	102973
7656	3	5767248	Route 36 Midtown Station	1	317115	102973
7656	3	5774393	Route 36 Midtown Station	1	317115	102973
7656	3	5772692	Route 36 Midtown Station	1	317116	102973
7656	3	5761848	Route 36 Midtown Station	1	317116	102973
7656	3	5781993	Route 36 Midtown Station	1	317115	102973
7656	3	5761849	Route 36 Midtown Station	1	317115	102973
7656	4	5763781	Route 36 Midtown Station	1	316860	102973
7656	4	5762417	Route 36 Midtown Station	1	316115	102973
7656	4	5788720	Route 36 Midtown Station	1	316115	102973
7656	4	5788721	Route 36 Midtown Station	1	316115	102973
7656	4	5788722	Route 36 Midtown Station	1	316860	102973
7656	4	5777003	Route 36 Midtown Station	1	316115	102973
7656	4	5770220	Route 36 Midtown Station	1	316860	102973
7656	4	5778238	Route 36 Midtown Station	1	316860	102973
7656	4	5778239	Route 36 Midtown Station	1	316860	102973
7656	4	5791435	Route 36 Midtown Station	1	316115	102973
7656	4	5777002	Route 36 Midtown Station	1	316115	102973
7656	4	5791088	Route 36 Midtown Station	1	316115	102973
7656	4	5791458	Route 36 Midtown Station	1	316860	102973
7656	4	5770221	Route 36 Midtown Station	1	316115	102973
7656	4	5783918	Route 36 Midtown Station	1	316860	102973
7656	4	5774479	Route 36 Midtown Station	1	316860	102973
7656	4	5795416	Route 36 Midtown Station	1	316860	102973
7656	5	5793080	Route 36 Midtown Station	1	315598	102973
7656	5	5754304	Route 36 Midtown Station	1	317375	102973
7656	5	5755302	Route 36 Midtown Station	1	315598	102973
7656	5	5775468	Route 36 Midtown Station	1	316861	102973
7656	5	5775469	Route 36 Midtown Station	1	317375	102973
7656	5	5789809	Route 36 Midtown Station	1	315598	102973
7656	5	5775471	Route 36 Midtown Station	1	315598	102973
7656	5	5767974	Route 36 Midtown Station	1	316861	102973
7656	5	5758981	Route 36 Midtown Station	1	317375	102973
7656	5	5777427	Route 36 Midtown Station	1	317375	102973
7656	5	5767975	Route 36 Midtown Station	1	316861	102973
7656	5	5766364	Route 36 Midtown Station	1	315598	102973
7656	5	5766361	Route 36 Midtown Station	1	316622	102973
7656	5	5780835	Route 36 Midtown Station	1	316861	102973
7656	5	5786503	Route 36 Midtown Station	1	316861	102973
7656	5	5786502	Route 36 Midtown Station	1	317375	102973
7656	5	5764528	Route 36 Midtown Station	1	317375	102973
7656	5	5754305	Route 36 Midtown Station	1	316861	102973
7656	5	5766362	Route 36 Midtown Station	1	315598	102973
7656	5	5771325	Route 36 Midtown Station	1	317375	102973
7656	5	5780836	Route 36 Midtown Station	1	316861	102973
7656	5	5789929	Route 36 Midtown Station	1	317375	102973
7656	5	5795415	Route 36 Midtown Station	1	316861	102973
7656	5	5764529	Route 36 Midtown Station	1	317375	102973
7656	5	5793689	Route 36 Midtown Station	1	316861	102973
7656	5	5775470	Route 36 Midtown Station	1	315598	102973
7656	5	5754306	Route 36 Midtown Station	1	317375	102973
7656	5	5758980	Route 36 Midtown Station	1	316116	102949
7656	5	5766363	Route 36 Midtown Station	1	315598	102973
7656	5	5784036	Route 36 Midtown Station	1	316116	102949
7656	5	5754303	Route 36 Midtown Station	1	315598	102973
7693	5	5791679	Route 109-Midtown Station	0	317431	103075
7693	5	5786131	Route 109-Midtown Station	0	317431	103075
7693	5	5781812	Route 109-Midtown Station	0	315650	103075
7693	5	5767310	Route 109-Midtown Station	0	315650	103075
7693	5	5768968	Route 109-Midtown Station	0	317431	103075
7693	5	5792444	Route 109-Midtown Station	0	315650	103075
7693	5	5776451	Route 109-Midtown Station	0	317431	103075
7693	5	5781813	Route 109-Midtown Station	0	315650	103075
7693	5	5758745	Route 109-Midtown Station	0	315650	103075
7693	5	5768966	Route 109-Midtown Station	0	315650	103075
7693	5	5781814	Route 109-Midtown Station	0	317431	103075
7693	5	5776452	Route 109-Midtown Station	0	317431	103075
7693	5	5776450	Route 109-Midtown Station	0	317431	103075
7693	5	5776453	Route 109-Midtown Station	0	315650	103075
7693	5	5758521	Route 109-Midtown Station	0	317431	103075
7693	5	5767311	Route 109-Midtown Station	0	315650	103075
7693	5	5754899	Route 109-Midtown Station	0	317431	103075
7693	5	5781815	Route 109-Midtown Station	0	315650	103075
7693	5	5768967	Route 109-Midtown Station	0	317431	103075
7693	5	5795042	Route 109-Midtown Station	0	315650	103075
7693	5	5758746	Route 109-Midtown Station	0	315650	103075
7693	5	5754898	Route 109-Midtown Station	0	315650	103075
7693	5	5792443	Route 109-Midtown Station	0	317431	103075
7693	5	5787422	Route 109-Midtown Station	0	317431	103075
7693	5	5765496	Route 109-Midtown Station	0	317431	103075
7693	5	5754900	Route 109-Midtown Station	0	315650	103075
